sequenceID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr1:13607162-16800000,12.939579857324908,5.405647370048627,0.9986215183170734,1.2093501409024323,35.79399644433387,152234,297,184103,10.0,301,720.3829253355208,301,26.839950173864345,123,12.0,2.0,5.0,5.0,0,1
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr1:149509645-205922707,10.003601958807783,4.969903333933703,0.9947963661383256,1.207224729751507,40.5693211571771,3940356,258,4756894,9.0,263,167.64236426287334,263,12.947677948685367,51,12.0,3.0,6.0,6.0,0,1
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr1:30028082-91800000,8.387956480017744,6.3741762263898485,0.993270843371567,1.1968788867909754,70.43563235424114,3895406,275,4662328,7.0,275,126.5395852307785,275,11.248981519710062,74,10.0,3.0,6.0,6.0,0,1
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr3:60000-66170270,8.909082747337383,5.805624628317455,0.9926068176416634,1.1985113952502189,68.92326116648186,4388540,286,5259714,8.0,286,115.98438946932038,286,10.769604889192564,103,11.0,3.0,6.0,6.0,0,1
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr3:93504854-194041961,8.971795341044285,6.257796340092386,0.9937965413611692,1.2056895105501877,73.2606241689388,6546188,305,7892669,7.0,311,139.8737481247411,311,11.82682324737886,57,10.0,3.0,6.0,6.0,0,1
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr1:13607162-16800000,11.424697371248476,4.759584248892819,0.9982395766372222,1.2220057446153183,26.98707263370301,139610,194,170603,9.0,229,505.3516857206786,229,22.480028596971994,18,11.0,2.0,4.0,4.0,0,1
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr1:149509645-205922707,10.1224742762871,5.016339868258638,0.9945680388284088,1.2530614264077995,43.17316016863344,3941791,226,4939305,9.0,269,172.69822863226003,269,13.1414698048681,50,12.0,3.0,6.0,6.0,0,1
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr1:30028082-91800000,8.466206940148416,6.809625490085158,0.9934641716584662,1.2335781627688267,83.3972458544582,3859831,257,4761402,7.0,308,138.94880784556165,308,11.787654891689089,157,10.0,3.0,5.0,5.0,0,1
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr3:60000-66170270,9.184523559558148,7.725916646772375,0.9932663578955248,1.2431648130938495,137.79238493982083,4405367,354,5476596,8.0,408,137.18503813770275,408,11.712601680997384,162,11.0,3.0,6.0,6.0,0,1
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr3:93504854-194041961,9.204098257276188,6.315804539516105,0.9938083393376272,1.2450176564879414,77.27693836002783,6739450,273,8390733,8.0,316,149.5911860472491,316,12.230747566982531,75,11.0,3.0,6.0,6.0,0,1
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr1:13607162-16800000,5.32533074872789,4.135779634780003,0.9840536518775224,1.3883827320836646,20.71649067050001,103175,60,143245,4.0,81,69.40396363545625,81,8.330904130732526,16,5.0,1.0,4.0,4.0,0,1
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr1:149509645-205922707,4.907915367124576,6.86889344432433,0.979316672312852,1.4085424325352145,73.41901037354583,2011606,145,2833431,3.0,185,55.08816061732538,185,7.422139894755783,43,5.0,2.0,4.0,4.0,0,1
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr1:30028082-91800000,4.237972984015192,7.416413789703534,0.9716488686736556,1.3931064042995431,85.77146571522255,2043753,130,2847164,3.0,164,39.19575503274628,164,6.260651326559104,48,5.0,2.0,2.0,2.0,0,1
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr3:60000-66170270,4.349546240599192,6.888330636215283,0.9671539894575092,1.4011488685432134,81.07614661463481,2277198,133,3190692,3.0,170,34.2112930391342,170,5.849042061665671,25,5.0,2.0,4.0,4.0,0,1
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr3:93504854-194041961,3.976900480961388,6.993205647461945,0.9544365845497628,1.3959883915469635,86.90794333140626,3365135,115,4697688,3.0,149,24.45399943986988,149,4.945098526811158,28,5.0,2.0,4.0,4.0,0,1
H3K27ac_TDH_some/samples/bcell/MS026601/problems/chr1:13607162-16800000,2.6566497093023256,2.667244512600283,0.8845802637748919,1.1421355765911445,13.98854192083779,55040,37,62862,3.0,36,6.468084415087124,36,2.5432428934506284,8,4.0,1.0,2.0,2.0,0,1
H3K27ac_TDH_some/samples/bcell/MS026601/problems/chr1:149509645-205922707,3.0879831102339006,1.4899936321052607,0.8677101310987038,1.1748216603133577,3.7735899327493447,1476397,36,1734502,3.0,35,6.140221884728051,35,2.4779471109626314,17,4.0,1.0,3.0,3.0,0,1
H3K27ac_TDH_some/samples/bcell/MS026601/problems/chr1:30028082-91800000,3.0192938647866794,1.5745540931602622,0.8661183230211738,1.171400154217806,4.410057304049394,1561429,33,1829057,3.0,32,6.018163331813,32,2.4531945156903068,14,4.0,1.0,2.0,2.0,0,1
H3K27ac_TDH_some/samples/bcell/MS026601/problems/chr3:60000-66170270,2.98909246975444,1.623548810753048,0.8655798603286784,1.1683528281568083,5.086546971398649,1651978,36,1930092,3.0,35,5.94789909866385,35,2.4388315027208933,13,4.0,1.0,2.0,2.0,0,1
H3K27ac_TDH_some/samples/bcell/MS026601/problems/chr3:93504854-194041961,3.132693528341368,1.432482620783482,0.8654606594790547,1.180140487671809,3.3441654949422794,2815337,33,3322492,3.0,32,6.117275391813782,32,2.473312635275569,15,4.0,1.0,3.0,3.0,0,1
H3K27ac_TDH_some/samples/bcell/MS026701/problems/chr1:13607162-16800000,10.898345818166488,4.113584062967522,0.9929449584414648,1.8145097818754217,20.49134338437223,71153,177,129106,9.0,181,406.75293712567,181,20.16811684629157,22,11.0,2.0,4.0,4.0,0,1
H3K27ac_TDH_some/samples/bcell/MS026701/problems/chr1:149509645-205922707,8.84209214130976,3.8917667365755184,0.9786115192669422,1.987341216863365,22.78872969162422,1367747,195,2718178,9.0,206,170.51382702831438,206,13.058094310745131,41,11.0,2.0,4.0,4.0,0,1
H3K27ac_TDH_some/samples/bcell/MS026701/problems/chr1:30028082-91800000,7.934627864977168,4.947217200503229,0.9770087281947474,1.958456515818136,39.98437798274834,1362140,216,2667690,7.0,236,152.1413957984237,236,12.334561029822815,100,9.0,2.0,4.0,4.0,0,1
H3K27ac_TDH_some/samples/bcell/MS026701/problems/chr3:60000-66170270,8.652709625079304,4.1920854870365964,0.9804162269365287,1.9486853145047824,26.406691098372875,1549421,211,3019332,8.0,233,176.6028254403067,233,13.289199578616715,130,10.0,2.0,4.0,4.0,0,1
H3K27ac_TDH_some/samples/bcell/MS026701/problems/chr3:93504854-194041961,7.92079782907519,4.757507006639875,0.9728113613618709,2.026088315512378,39.58236348950988,2252312,233,4563381,8.0,249,140.25134052614956,249,11.842775879250167,60,10.0,2.0,4.0,4.0,0,1
H3K27ac_TDH_some/samples/brain/CEMT0022.gDNA/problems/chr1:13607162-16800000,6.218376245341388,3.951452511469697,0.9949363704964784,1.0121065965117413,18.47012748989911,41053,88,41549,4.0,87,102.40501929117274,87,10.119536515630186,5,6.0,2.0,3.0,3.0,0,1
H3K27ac_TDH_some/samples/brain/CEMT0022.gDNA/problems/chr1:149509645-205922707,11.536960145053872,2.5336229433742967,0.9980598757087727,1.0245252965937397,7.326212805296798,716975,141,734558,11.0,140,277.387131105877,140,16.654943143279624,6,13.0,2.0,5.0,5.0,0,1
