sequenceID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr1:30028082-91800000,2331101,2379504,40,6.502836642427763,0.9959027908282292,75,76,130.4161949622526,11.419991022862172,75,6.2390633887223785,1.0207644459697138,2.607106041973817,4.0,3.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr2:110251337-149690582,1195628,1213396,56,4.316429524902395,0.9933413226054548,115,113,79.7052031108209,8.927777053153877,115,14.903609497925911,1.014861658360007,3.784811645984605,3.0,2.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr3:93504854-194041961,3636237,3699449,33,5.399233603310235,0.9949037222437108,81,82,103.88290900296263,10.192296551953472,81,9.488045863926942,1.0173841851849,3.114016400945558,4.0,3.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr4:32840638-40296396,238957,242320,31,4.330561565469938,0.9936588878692196,77,78,82.90569827183774,9.105256628554612,77,14.893311415551633,1.0140779055558349,3.817908774210574,3.0,2.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF115HTK/problems/chr4:40297096-49000000,294674,298723,22,4.355884808296626,0.9931681510089676,72,73,76.55374535980079,8.74949972054407,72,15.618140079648612,1.0137440484876457,3.856930916175476,3.0,2.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr1:30028082-91800000,2207821,2269275,53,8.82293401503111,0.997752175438777,92,93,243.6747506226709,15.610084901199958,92,4.691178064040477,1.0278351496045874,2.3449440399584294,6.0,5.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr2:110251337-149690582,1092679,1114088,45,5.7239472891855705,0.9965122209996266,127,127,154.47824227286162,12.428927639698513,127,11.460808171645027,1.0195940615625096,3.3885926852448205,3.0,2.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr3:93504854-194041961,3387648,3466187,40,7.205910708550594,0.9972417847647606,101,102,196.2663362213308,14.009508778730636,101,7.461960987491004,1.0231842337764236,2.822006284302208,4.0,3.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr4:32840638-40296396,219142,223334,35,5.861669602358289,0.996771112600288,93,94,166.1229917237494,12.888870847508302,93,11.171958433406385,1.0191337996997367,3.3825989662580254,3.0,2.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/aorta/ENCFF502AXL/problems/chr4:40297096-49000000,267281,272183,21,5.78332541407732,0.9965290636297472,89,90,152.7220592735939,12.35807668181396,89,12.227360995781885,1.0183440586650705,3.472760710020143,3.0,2.0,1.0,2.0,2.0,0,1
