sequenceID,X1.lower,X1.upper,X2.lower,X2.upper,X3.lower,X3.upper,X4.lower,X4.upper,X5.lower,X5.upper,X6.lower,X6.upper,X7.lower,X7.upper,X8.lower,X8.upper,X9.lower,X9.upper,X10.lower,X10.upper,X11.lower,X11.upper,X12.lower,X12.upper,X13.lower,X13.upper,X14.lower,X14.upper,X15.lower,X15.upper,X16.lower,X16.upper,X17.lower,X17.upper,X18.lower,X18.upper,X19.lower,X19.upper,X20.lower,X20.upper
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr14:19050000-107289540,9.52037035708268,12.074863389406104,10.116057835622996,12.372146321603651,10.129623378034921,12.374977967078394,9.51869185114765,11.924186520973386,9.52571119969392,12.083285362720718,9.860154338580742,12.445317699589367,9.52571119969392,12.083285362720718,9.806709672942816,12.409499935754525,9.690868650544076,12.403958494663136,9.332603195681031,11.977102210820703,9.395390438384153,12.001408736423196,9.406199314165304,12.10058624873858,9.338793085221141,11.847985584521176,9.338793085221141,11.847985584521176,9.442997360732662,12.173493655476118,9.442997646798739,12.17346683565984,9.328629286496758,11.991618087225138,9.395297084167083,12.132699022225736,0,0,1,1
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr15:29209443-77800000,9.52037035708268,12.074863389406104,10.02664383441197,12.376330999498691,10.040032834624071,12.37834159771758,9.680615809362735,12.076208418420794,9.52571119969392,12.083285362720718,9.872595760621152,12.451055903838522,9.52571119969392,12.083285362720718,10.104097222575092,12.508818123009746,9.72900662877737,12.380894230699653,9.684284907127525,12.398048916426887,9.517153877780508,12.106346845469703,9.391553478343317,12.089537679905101,9.525310710938946,11.978588912289444,9.525310710938946,11.978588912289444,9.438169539171467,12.169596165051967,9.438169821903204,12.169569589125594,9.44728566527621,12.084502951798243,9.395297084167083,12.132699022225736,0,0,1,1
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr16:60000-8636921,10.419526791654453,13.389165160842698,9.607248623608484,12.39596211083014,9.614496395932292,12.394320516775778,9.679617781368052,12.074909797408258,10.45113235742598,13.457773629156712,9.860325172487592,12.44539649070498,10.45113235742598,13.457773629156712,9.669632788866693,12.36372155581796,9.631665119947002,12.458052293279277,9.684284907127525,12.398048916426887,9.637555299499672,12.222510593296048,9.65873810655606,12.302936502672358,9.702376428889526,12.157598625309154,9.702376428889526,12.157598625309154,9.670642784725077,12.353469206210626,9.670643168223313,12.353437333397684,9.673217530242816,12.283576279101263,9.700027313022241,12.37468293265352,0,0,1,1
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr16:8686921-32000000,9.85512430846438,12.441303712362123,9.86072601400565,12.38409672639628,9.87274157520551,12.384622926841743,9.68424504685845,12.08097807453447,9.89020249128965,12.488239283786266,9.881780739803162,12.455292227149982,9.89020249128965,12.488239283786266,9.806709672942816,12.409499935754525,9.714345616165247,12.38890322652658,9.684284907127525,12.398048916426887,9.699175444672026,12.286773414027614,9.681785059043632,12.322461797449408,9.702376428889526,12.157598625309154,9.702376428889526,12.157598625309154,9.707416135311123,12.381874455923239,9.707416523881227,12.381842881347048,9.673217530242816,12.283576279101263,9.700027313022241,12.37468293265352,0,0,1,1
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr21:43005559-44632664,9.258404030676433,11.863547761261342,9.27566316518596,12.411486435275663,9.279554344325334,12.406900369685488,9.802722885910043,12.285724334916184,9.268653030885385,11.874298820522943,9.870575906778868,12.450124306356486,9.268653030885385,11.874298820522943,9.669632788866693,12.36372155581796,9.76110563270538,12.366437221771521,9.684284907127525,12.398048916426887,9.590474243041356,12.175610210443317,9.425030893135075,12.114908002527065,9.702376428889526,12.157598625309154,9.702376428889526,12.157598625309154,9.46549420625195,12.191609579187052,9.46549450714501,12.191581701349211,9.562000237010652,12.18188383693057,9.553964882072103,12.260313967930681,0,0,1,1
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr14:19050000-107289540,9.99607520818724,12.634684456771247,10.071164943925396,12.374247332990251,10.07297135862973,12.377104917659153,9.5935292000363,11.981515811778937,9.99830109860375,12.638285696961024,9.711251678955477,12.37664698435725,9.99830109860375,12.638285696961024,9.971455389131734,12.464519499010748,9.728088710755856,12.381367390468444,9.332603195681031,11.977102210820703,9.786986742524432,12.384019912320225,10.056318337554167,12.662233080084597,9.702376428889526,12.157598625309154,9.702376428889526,12.157598625309154,10.036931603931752,12.62887141176508,10.036931913480927,12.62885467204271,9.886556666847145,12.499261633114312,10.082371809143229,12.661301376393507,0,0,1,1
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr15:29209443-77800000,9.926537206464925,12.536085065169708,10.04731800591162,12.375363405003014,10.051452685599543,12.377912835651571,9.832210870841209,12.35510075673135,9.934131979992303,12.54737484600308,9.746145497995258,12.39273830057914,9.934131979992303,12.54737484600308,9.866148812155188,12.42935051310019,9.848172998854693,12.342148143377294,10.000228705537072,12.724534515336927,10.142047856751244,12.84599087857696,10.138390834978233,12.74199336964012,10.034072644509866,12.69492304351844,10.034072644509866,12.69492304351844,10.19828657552641,12.745254289170292,10.19828676882996,12.74525197215982,10.187721376515558,12.851566837281725,10.19557512864822,12.742921909003707,0,0,1,1
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr16:60000-8636921,10.84085883702064,14.464309526141953,9.614730868953757,12.395611838431734,9.614607492344476,12.394316344586983,10.137658958588418,13.941469242182656,10.81138380043231,14.38936558232565,9.76108165412802,12.399626303077866,10.81138380043231,14.38936558232565,9.669632788866693,12.36372155581796,9.730507787771444,12.380128206578384,10.560572978674852,13.21679048268743,10.446859899217571,13.331924369088565,10.148535616634764,12.751977364552657,10.48948380530722,14.082469127462279,10.48948380530722,14.082469127462279,10.228755400090664,12.766919065229258,10.228755565998245,12.766919946721444,10.378169739355133,13.104352611981332,10.19557512864822,12.742921909003707,0,0,1,1
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr16:8686921-32000000,10.379918113101283,13.306138566877124,9.883515660294961,12.383030019939355,9.888159314249606,12.384044007566715,9.950268400220011,12.740623050097454,10.328700161147715,13.202191965291929,9.779999993896126,12.408350896709209,10.328700161147715,13.202191965291929,9.866148812155188,12.42935051310019,9.822738044910125,12.347523449186882,10.290332341427222,12.991275791285261,10.562381109617586,13.537969870825505,10.26770125568438,12.871265860929974,10.48948380530722,14.082469127462279,10.48948380530722,14.082469127462279,10.49291329590227,12.95084692712331,10.492913154681004,12.950881338176112,10.56166798627223,13.370632968418446,10.504013330842215,12.958550397883851,0,0,1,1
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr21:43005559-44632664,9.97309649963577,12.601394143040391,9.307737797198115,12.409984617875352,9.30203718654775,12.406055876333795,9.67082282008414,12.063704074285134,9.955746156827717,12.577385247815053,9.737725978167873,12.388855577309897,9.955746156827717,12.577385247815053,9.589179263981805,12.336853492589398,9.682874350068573,12.409797245562975,10.000228705537072,12.724534515336927,10.138592284446661,12.840958409092597,10.09620032179761,12.700765275574106,10.190775108373298,13.070819833474706,10.190775108373298,13.070819833474706,10.120957838280898,12.68983033455942,10.120958093408346,12.689820566215548,10.187721376515558,12.851566837281725,10.19557512864822,12.742921909003707,0,0,1,1
