sequenceID,X1.lower,X1.upper,X2.lower,X2.upper,X3.lower,X3.upper,X4.lower,X4.upper,X5.lower,X5.upper,X6.lower,X6.upper,X7.lower,X7.upper,X8.lower,X8.upper,X9.lower,X9.upper,X10.lower,X10.upper,X11.lower,X11.upper,X12.lower,X12.upper,X13.lower,X13.upper,X14.lower,X14.upper,X15.lower,X15.upper,X16.lower,X16.upper,X17.lower,X17.upper,X18.lower,X18.upper,X19.lower,X19.upper,X20.lower,X20.upper
CTCF_TDH_ENCODE/samples/GM12878/GM12878_CTCF_Sg__Broad_/problems/chr10:18024675-38818835,10.250186487055842,12.65030686621867,10.208583684588632,12.205770104587828,10.187942245059503,12.684781842097891,10.245427588678838,12.65375848809918,10.205165203159822,12.633109058224946,10.233311845857884,12.690721838692298,10.237470181722529,12.338727485105665,10.246139578293274,12.191327349572475,10.229616608839365,12.601021222970871,10.243664305441225,12.349280565877224,10.230047444910326,12.135154895270716,10.243664305441225,12.349280565877224,10.230041015908682,12.135190579267146,10.267994174959483,12.437604838572309,10.251231510675069,12.475470449923941,10.242379973993337,12.587667413115184,10.242379973993337,12.587667413115184,10.265781958319252,12.671700189009869,0,0,1,1
CTCF_TDH_ENCODE/samples/GM12878/GM12878_CTCF_Sg__Broad_/problems/chr1:17175658-29878082,10.135984873229432,12.715441530415774,10.24557803241376,12.538930473366236,10.13456981768627,12.708324867405736,10.245622239292016,12.575084920733177,10.277511118392454,13.355707824939712,10.266050353211,12.852867705166318,10.232876484995785,12.42240815179548,10.197082471561906,12.922659392421792,10.229559224629043,12.736041747487661,10.242316105882637,12.365913088669359,10.188991497171912,12.626624645899483,10.242316105882637,12.365913088669359,10.188985814850184,12.626670706079949,10.210531044356571,12.62375395008566,10.220467426267732,12.656840285608135,10.228621784614717,12.690984365276222,10.228621784614717,12.690984365276222,10.279325650941814,12.754931975643615,0,0,1,1
CTCF_TDH_ENCODE/samples/GM12878/GM12878_CTCF_Sg__Broad_/problems/chr2:16329724-21153113,9.611972782966973,13.015196777786969,10.213686271390031,12.25171694639539,9.549769219537893,12.96637065155437,10.247526214827275,12.26322407546513,10.22946357045862,12.767091416813537,10.245484387665101,12.75100568185826,10.242678885386141,12.243856875902338,10.235114121227255,12.355746126970644,10.229573183921389,12.70319417857013,10.249897735646943,12.27405879603969,10.219613758307617,12.260046843373857,10.249897735646943,12.27405879603969,10.219607469010839,12.260085250627526,10.256339844039928,12.469793448473519,10.246091896870809,12.502280521219642,10.242379973993337,12.587667413115184,10.242379973993337,12.587667413115184,10.265781958319252,12.671700189009869,0,0,1,1
CTCF_TDH_ENCODE/samples/GM12878/GM12878_CTCF_Sg__Broad_/problems/chr3:60000-66170270,10.799076167559008,12.338205970764648,10.213754269402244,12.25232925452201,10.750140069309964,12.436870738288235,10.246688573555673,12.334794829302725,10.209806668220267,12.653671417513692,10.233691543212458,12.692602201041154,10.22634548546651,12.541398418737117,10.23542096190284,12.351170741726037,10.229572566296724,12.704647475900401,10.233880780222671,12.472979015480144,10.218077572611378,12.278435490271022,10.233880780222671,12.472979015480144,10.2180713067645,12.278474293511408,10.245700988568814,12.50145570336543,10.24124627482567,12.5287572467767,10.242379973993337,12.587667413115184,10.242379973993337,12.587667413115184,10.265781958319252,12.671700189009869,0,0,1,1
CTCF_TDH_ENCODE/samples/GM12878/GM12878_CTCF_Sg__Broad_/problems/chr4:52660117-59739333,9.750665269094455,12.935717282107817,10.20602937531936,12.182770196896854,9.6777556850559,12.909882698983893,10.2473831372572,12.27161720123711,10.213868223329996,12.673400711117202,10.239111269366774,12.719442603892048,10.245921601242486,12.184801622126315,10.250927148744253,12.119922268386745,10.229599075036163,12.642274051301115,10.254228848522864,12.223390971998356,10.235584955072738,12.06887243191386,10.254228848522864,12.223390971998356,10.235578465780009,12.068906646692085,10.256339844039928,12.469793448473519,10.251231510675069,12.475470449923941,10.242379973993337,12.587667413115184,10.242379973993337,12.587667413115184,10.249764174127193,12.573238495655119,0,0,1,1
CTCF_TDH_ENCODE/samples/GM12878/GM12878_CTCF_Sg__Broad_/problems/chr4:75452279-190000000,11.002365510481937,12.223014868816335,10.20083009060238,12.135955371882119,10.932803867922985,12.356352967025487,10.24590073645369,12.486043853377755,10.194160343773547,12.591725925211964,10.227997142864055,12.664402473915516,10.236140902947625,12.362941044898662,10.260665133127745,11.974665179161093,10.229632276849998,12.564160261761344,10.243484375271912,12.351492797838311,10.249086094708048,11.907273094871016,10.243484375271912,12.351492797838311,10.249079498687593,11.907303658074852,10.267994174959483,12.437604838572309,10.256703097400276,12.448301569275303,10.242379973993337,12.587667413115184,10.242379973993337,12.587667413115184,10.249764174127193,12.573238495655119,0,0,1,1
CTCF_TDH_ENCODE/samples/GM12878/GM12878_CTCF_Sg__Broad_/problems/chr5:100000-17500000,10.141423547473948,12.712338031323725,10.20403185725064,12.164784146333659,10.070326915713395,12.736664677372119,10.245636093430804,12.5700463668572,10.195416090007939,12.59597520936551,10.228761275907985,12.66818654541612,10.239890748174957,12.29463786728411,10.254899191447663,12.060676053862153,10.229617402408394,12.599154204252159,10.243746439465667,12.348271502620591,10.237969822622858,12.040326636817554,10.243746439465667,12.348271502620591,10.237963310324176,12.040360213736221,10.267994174959483,12.437604838572309,10.256703097400276,12.448301569275303,10.247905458547208,12.546166496002115,10.247905458547208,12.546166496002115,10.249764174127193,12.573238495655119,0,0,1,1
CTCF_TDH_ENCODE/samples/GM12878/GM12878_CTCF_Sg__Stanford_/problems/chr10:18024675-38818835,10.100221599039727,12.735853208979734,10.294359504571588,12.978385673713092,10.180298141104231,12.688153640562177,10.244381193086403,13.47345173250256,10.200592782072022,12.61473663435124,10.23150624774344,12.681780096130524,10.208920359405496,12.858980700672646,10.193009881934273,12.983344871172449,10.229641233433654,12.543089667658819,10.21085371955956,12.79286149998686,10.149763547155999,13.096280127314913,10.21085371955956,12.79286149998686,10.149759071601238,13.096335250690117,10.267994174959483,12.437604838572309,10.262552509101198,12.420744625228782,10.261086347662996,12.447150184883185,10.261086347662996,12.447150184883185,10.230161471643186,12.452702527370036,0,0,1,1
CTCF_TDH_ENCODE/samples/GM12878/GM12878_CTCF_Sg__Stanford_/problems/chr1:17175658-29878082,10.008548318466495,12.788206098021874,10.402775474979165,13.955651800620217,10.269628447920923,12.648751894461384,10.244816251261437,13.028176056571848,10.267548401362092,13.180323865077275,10.262154043001487,12.833568523626582,10.20197328774826,12.985638883826823,10.136309116829224,13.827799180376132,10.229571437549339,12.707303474864375,10.21067385507248,12.795526386495968,10.108870231863932,13.585945103026006,10.21067385507248,12.795526386495968,10.108867527491498,13.586008788854997,10.13785006943084,12.989349195735166,10.187338954385524,12.919820802197323,10.237381790562608,12.625204233539193,10.237381790562608,12.625204233539193,10.249764174127193,12.573238495655119,0,0,1,1
CTCF_TDH_ENCODE/samples/GM12878/GM12878_CTCF_Sg__Stanford_/problems/chr2:16329724-21153113,9.462980664999037,13.100692982869532,10.323475434640045,13.24075866513249,9.582549377902069,12.951902126163077,10.247027658045154,12.298503627002514,10.22271859832972,12.72275115336876,10.243864550993052,12.742983270708692,10.21371825900738,12.771520636464174,10.174591797621602,13.257738860015706,10.229558809699597,12.737018140714213,10.217920981856818,12.690238084742445,10.132315490485212,13.305197890246745,10.217920981856818,12.690238084742445,10.132311706575479,13.305256777555314,10.256339844039928,12.469793448473519,10.256703097400276,12.448301569275303,10.254082734431861,12.499765098285366,10.254082734431861,12.499765098285366,10.230161471643186,12.452702527370036,0,0,1,1
